"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jun 17 23:01:01 CST 2023","Sat Jun 17 23:01:01 CST 2023","94","bms.testcases","test_02_usersync","TestUserSync","","","同步任务列表搜索-无搜索条件","不输入搜索条件，点击搜索，查看同步任务列表"
"passed","Sat Jun 17 23:01:02 CST 2023","Sat Jun 17 23:01:02 CST 2023","68","bms.testcases","test_03_syncManage","TestUserSyncManage","","","同步用户列表状态查询","同步用户列表状态查询"
"passed","Sat Jun 17 23:01:06 CST 2023","Sat Jun 17 23:01:06 CST 2023","144","bms.testcases","test_05_userrole","TestUserRole","","","修改职位成功","修改职位名称"
"passed","Sat Jun 17 23:01:05 CST 2023","Sat Jun 17 23:01:05 CST 2023","291","bms.testcases","test_04_user","TestUser","","","获取用户信息","获取用户信息"
"passed","Sat Jun 17 23:01:02 CST 2023","Sat Jun 17 23:01:02 CST 2023","166","bms.testcases","test_04_user","TestUser","","","搜索一级组织机构下用户组列表","搜索一级组织机构下用户组列表"
"passed","Sat Jun 17 23:01:01 CST 2023","Sat Jun 17 23:01:01 CST 2023","68","bms.testcases","test_02_usersync","TestUserSync","","","同步任务列表搜索-按时间范围搜索","输入时间范围，点击搜索，查看同步任务列表"
"passed","Sat Jun 17 23:01:01 CST 2023","Sat Jun 17 23:01:01 CST 2023","127","bms.testcases","test_02_usersync","TestUserSync","","","删除单个同步配置","删除一个同步配置"
"passed","Sat Jun 17 23:01:02 CST 2023","Sat Jun 17 23:01:03 CST 2023","94","bms.testcases","test_04_user","TestUser","","","搜索一级组织机构下特定用户组信息","搜索一级组织机构下特定用户组信息"
"passed","Sat Jun 17 23:00:59 CST 2023","Sat Jun 17 23:00:59 CST 2023","91","bms.testcases","test_02_usersync","TestUserSync","","","数据源列表搜索-无搜索条件","不输入搜索条件，点击搜索，查看数据源列表"
"passed","Sat Jun 17 23:01:03 CST 2023","Sat Jun 17 23:01:03 CST 2023","169","bms.testcases","test_04_user","TestUser","","","自建用户组新增普通职员用户成功","在自动化测试组下新增用户，职位为普通用户"
"passed","Sat Jun 17 23:01:04 CST 2023","Sat Jun 17 23:01:04 CST 2023","214","bms.testcases","test_04_user","TestUser","","","搜索自动化测试组织机构下的用户列表-根据账号名称条件","根据账号名称搜索条件搜索自动化测试组织机构下的用户列表"
"passed","Sat Jun 17 23:01:01 CST 2023","Sat Jun 17 23:01:01 CST 2023","160","bms.testcases","test_02_usersync","TestUserSync","","","查询近7次的同步状态","查询近7次的同步状态"
"passed","Sat Jun 17 23:01:00 CST 2023","Sat Jun 17 23:01:00 CST 2023","196","bms.testcases","test_02_usersync","TestUserSync","","","新增同步配置成功","输入正确的同步配置项，新增成功"
"failed","Sat Jun 17 23:01:01 CST 2023","Sat Jun 17 23:01:01 CST 2023","176","bms.testcases","test_02_usersync","TestUserSync","","","获取同步根组id","获取同步根组id"
"passed","Sat Jun 17 23:01:00 CST 2023","Sat Jun 17 23:01:00 CST 2023","84","bms.testcases","test_02_usersync","TestUserSync","","","同步配置列表搜索-按同步配置名称搜索","输入同步配置名称，点击搜索，查看同步配置列表"
"passed","Sat Jun 17 23:01:07 CST 2023","Sat Jun 17 23:01:07 CST 2023","157","bms.testcases","test_07_role","TestRole","","","自动化测试角色详情查看","自动化测试角色详情查看"
"passed","Sat Jun 17 23:01:02 CST 2023","Sat Jun 17 23:01:02 CST 2023","73","bms.testcases","test_04_user","TestUser","","","地域列表查询","地域列表查询"
"passed","Sat Jun 17 23:01:02 CST 2023","Sat Jun 17 23:01:02 CST 2023","65","bms.testcases","test_04_user","TestUser","","","新增用户组成功","新增默认组下级组织机构"
"passed","Sat Jun 17 23:01:03 CST 2023","Sat Jun 17 23:01:03 CST 2023","195","bms.testcases","test_04_user","TestUser","","","自建用户组新增用户成功","在自动化测试组下新增用户"
"passed","Sat Jun 17 23:01:05 CST 2023","Sat Jun 17 23:01:06 CST 2023","462","bms.testcases","test_04_user","TestUser","","","自动化测试用户重置密码成功","自动化测试用户重置密码成功"
"passed","Sat Jun 17 23:01:01 CST 2023","Sat Jun 17 23:01:01 CST 2023","69","bms.testcases","test_02_usersync","TestUserSync","","","查询近7次的同步状态","查询近7次的同步状态"
"passed","Sat Jun 17 23:00:59 CST 2023","Sat Jun 17 23:01:00 CST 2023","170","bms.testcases","test_02_usersync","TestUserSync","","","根据id查看数据源配置成功","输入正确的数据源id，查看数据源配置"
"passed","Sat Jun 17 23:01:06 CST 2023","Sat Jun 17 23:01:06 CST 2023","98","bms.testcases","test_05_userrole","TestUserRole","","","新增职位成功","输入正确的职位名称，新增成功"
"passed","Sat Jun 17 23:01:03 CST 2023","Sat Jun 17 23:01:03 CST 2023","74","bms.testcases","test_04_user","TestUser","","","查看一级组织机构下用户组列表","查看一级组织机构下用户组列表"
"passed","Sat Jun 17 23:01:06 CST 2023","Sat Jun 17 23:01:06 CST 2023","66","bms.testcases","test_07_role","TestRole","","","角色列表搜索-无搜索条件","不输入搜索条件，点击搜索，查看角色列表"
"passed","Sat Jun 17 23:01:06 CST 2023","Sat Jun 17 23:01:06 CST 2023","121","bms.testcases","test_07_role","TestRole","","","新增自动化测试角色成功","输入正确的角色配置，新增成功"
"passed","Sat Jun 17 23:01:00 CST 2023","Sat Jun 17 23:01:00 CST 2023","271","bms.testcases","test_02_usersync","TestUserSync","","","修改同步配置名称成功","修改同步配置名称"
"passed","Sat Jun 17 23:01:07 CST 2023","Sat Jun 17 23:01:07 CST 2023","95","bms.testcases","test_07_role","TestRole","","","角色待选菜单列表","角色待选菜单列表"
"passed","Sat Jun 17 23:01:07 CST 2023","Sat Jun 17 23:01:07 CST 2023","327","bms.testcases","test_07_role","TestRole","","","修改角色成功","修改角色名称"
"passed","Sat Jun 17 23:01:00 CST 2023","Sat Jun 17 23:01:01 CST 2023","169","bms.testcases","test_02_usersync","TestUserSync","","","LADP域立即同步","同步LADP数据源"
"passed","Sat Jun 17 23:01:06 CST 2023","Sat Jun 17 23:01:06 CST 2023","115","bms.testcases","test_05_userrole","TestUserRole","","","职位列表搜索-按职位名称条件","输入职位名称搜索条件，点击搜索，查看职位列表"
"passed","Sat Jun 17 23:01:02 CST 2023","Sat Jun 17 23:01:02 CST 2023","347","bms.testcases","test_03_syncManage","TestUserSyncManage","","","用户推送","用户推送"
"passed","Sat Jun 17 23:01:06 CST 2023","Sat Jun 17 23:01:07 CST 2023","60","bms.testcases","test_07_role","TestRole","","","角色列表搜索-按角色名称条件","输入角色名称搜索条件，点击搜索，查看角色列表"
"passed","Sat Jun 17 23:01:00 CST 2023","Sat Jun 17 23:01:00 CST 2023","59","bms.testcases","test_02_usersync","TestUserSync","","","同步配置列表搜索-无搜索条件","不输入搜索条件，点击搜索，查看数据源列表"
"passed","Sat Jun 17 23:01:05 CST 2023","Sat Jun 17 23:01:05 CST 2023","371","bms.testcases","test_04_user","TestUser","","","修改用户姓名成功","修改用户姓名成功"
"passed","Sat Jun 17 23:01:04 CST 2023","Sat Jun 17 23:01:04 CST 2023","239","bms.testcases","test_04_user","TestUser","","","搜索自动化测试组织机构下的用户列表-根据姓名条件","根据姓名搜索条件搜索自动化测试组织机构下的用户列表"
"passed","Sat Jun 17 23:01:04 CST 2023","Sat Jun 17 23:01:05 CST 2023","556","bms.testcases","test_04_user","TestUser","","","导出自动化测试用户数据","导出自动化测试用户数据"
"passed","Sat Jun 17 23:01:06 CST 2023","Sat Jun 17 23:01:06 CST 2023","108","bms.testcases","test_05_userrole","TestUserRole","","","职位列表搜索-无搜索条件","不输入搜索条件，点击搜索，查看职位列表"
"passed","Sat Jun 17 23:01:00 CST 2023","Sat Jun 17 23:01:00 CST 2023","59","bms.testcases","test_02_usersync","TestUserSync","","","查询所有同步配置","查询所有同步配置"
"passed","Sat Jun 17 23:00:59 CST 2023","Sat Jun 17 23:00:59 CST 2023","80","bms.testcases","test_02_usersync","TestUserSync","","","新增LDAP数据源成功","输入正确的LDAP数据源配置，新增成功"
