"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Aug 17 15:19:19 CST 2023","Thu Aug 17 15:19:19 CST 2023","81","testcases","test_cases","TestUserSync","","","新增LDAP数据源成功","新增LDAP数据源成功"
"passed","Thu Aug 17 15:17:54 CST 2023","Thu Aug 17 15:17:54 CST 2023","244","testcases","test_cases","TestUserSync","","","根据propKey获取对应的propValue-不存在的propKey","根据propKey获取对应的propValue-不存在的propKey"
"passed","Thu Aug 17 15:17:05 CST 2023","Thu Aug 17 15:17:05 CST 2023","192","testcases","test_cases","TestUserSync","","","新增指纹库-服务器导入-挂载","新增指纹库-服务器导入-挂载"
"passed","Thu Aug 17 15:17:42 CST 2023","Thu Aug 17 15:17:42 CST 2023","220","testcases","test_cases","TestUserSync","","","MD5导出-单个","MD5导出-单个"
"passed","Thu Aug 17 15:18:29 CST 2023","Thu Aug 17 15:18:29 CST 2023","74","testcases","test_cases","TestUserSync","","","获取syslog查询参数列表","获取syslog查询参数列表"
"passed","Thu Aug 17 15:19:37 CST 2023","Thu Aug 17 15:19:37 CST 2023","270","testcases","test_cases","TestUserSync","","","新增同步配置成功","输入正确的同步配置项，新增成功"
"passed","Thu Aug 17 15:17:53 CST 2023","Thu Aug 17 15:17:54 CST 2023","265","testcases","test_cases","TestUserSync","","","根据propKey获取对应的propValue-存在的propKey","根据propKey获取对应的propValue-存在的propKey"
"passed","Thu Aug 17 15:17:40 CST 2023","Thu Aug 17 15:17:40 CST 2023","783","testcases","test_cases","TestUserSync","","","查找远程服务器文件路径-FTP协议","查找远程服务器文件路径-FTP协议"
"passed","Thu Aug 17 15:19:18 CST 2023","Thu Aug 17 15:19:18 CST 2023","213","testcases","test_cases","TestUserSync","","","职位列表搜索","职位列表搜索"
"passed","Thu Aug 17 15:17:04 CST 2023","Thu Aug 17 15:17:04 CST 2023","75","testcases","test_cases","TestUserSync","","","新增严重性等级-严重性等级名称重复","新增严重性等级-严重性等级名称重复"
"passed","Thu Aug 17 15:19:19 CST 2023","Thu Aug 17 15:19:20 CST 2023","272","testcases","test_cases","TestUserSync","","","修改LDAP数据源名称成功","修改LDAP数据源名称成功"
"passed","Thu Aug 17 15:17:00 CST 2023","Thu Aug 17 15:17:00 CST 2023","140","testcases","test_cases","TestUserSync","","","新增关键字规则","新增关键字规则"
"passed","Thu Aug 17 15:18:28 CST 2023","Thu Aug 17 15:18:29 CST 2023","139","testcases","test_cases","TestUserSync","","","获取统一平台-审计日志syslog字段列表","获取统一平台-审计日志syslog字段列表"
