"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jun 07 19:32:02 CST 2023","Wed Jun 07 19:32:02 CST 2023","137","bms","test_cases","","","","新增数据源配置成功",""
"passed","Wed Jun 07 19:32:00 CST 2023","Wed Jun 07 19:32:01 CST 2023","160","bms","test_cases","","","","角色删除成功",""
"passed","Wed Jun 07 19:32:02 CST 2023","Wed Jun 07 19:32:02 CST 2023","65","bms","test_cases","","","","数据源列表搜索成功",""
"passed","Wed Jun 07 19:32:01 CST 2023","Wed Jun 07 19:32:02 CST 2023","935","bms","test_cases","","","","修改角色成功",""
"passed","Wed Jun 07 19:32:01 CST 2023","Wed Jun 07 19:32:01 CST 2023","90","bms","test_cases","","","","角色列表查看",""
"passed","Wed Jun 07 19:32:00 CST 2023","Wed Jun 07 19:32:00 CST 2023","123","bms","test_cases","","","","密码错误登录失败",""
"passed","Wed Jun 07 19:32:00 CST 2023","Wed Jun 07 19:32:00 CST 2023","280","bms","test_cases","","","","新增角色成功",""
"passed","Wed Jun 07 19:32:01 CST 2023","Wed Jun 07 19:32:01 CST 2023","192","bms","test_cases","","","","角色详情查看",""
"passed","Wed Jun 07 19:32:02 CST 2023","Wed Jun 07 19:32:03 CST 2023","630","bms","test_cases","","","","修改数据源配置成功",""
"passed","Wed Jun 07 19:32:02 CST 2023","Wed Jun 07 19:32:02 CST 2023","174","bms","test_cases","","","","删除数据源配置成功",""
