"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jun 26 14:24:40 CST 2023","Mon Jun 26 14:24:41 CST 2023","106","bms.testcases","test_01_login","TestLogin","","","登录失败（正确用户名、错误密码）","输入正确用户名，错误密码，登录失败"
"passed","Mon Jun 26 14:25:32 CST 2023","Mon Jun 26 14:25:32 CST 2023","151","bms.testcases","test_14_alarmrules","TestAlarmRules","","","删除自动化测试告警规则","删除自动化测试告警规则"
"passed","Mon Jun 26 14:25:03 CST 2023","Mon Jun 26 14:25:03 CST 2023","224","bms.testcases","test_06_useradmin","TestUserAdmin","","","修改自动化测试超级管理员为系统管理员","修改自动化测试超级管理员为系统管理员"
"passed","Mon Jun 26 14:25:31 CST 2023","Mon Jun 26 14:25:31 CST 2023","67","bms.testcases","test_14_alarmrules","TestAlarmRules","","","查询监控报警规则列表-根据告警类型筛选","查询监控报警规则列表-根据告警类型筛选"
"passed","Mon Jun 26 14:25:02 CST 2023","Mon Jun 26 14:25:02 CST 2023","72","bms.testcases","test_06_useradmin","TestUserAdmin","","","管理员列表搜索-无搜索条件","不输入搜索条件，点击搜索，查看管理员列表"
"passed","Mon Jun 26 14:25:02 CST 2023","Mon Jun 26 14:25:02 CST 2023","52","bms.testcases","test_06_useradmin","TestUserAdmin","","","管理员列表搜索-按角色名称搜索","输入角色名称搜索条件，点击搜索，查看管理员列表"
"passed","Mon Jun 26 14:25:32 CST 2023","Mon Jun 26 14:25:33 CST 2023","80","bms.testcases","test_15_servermonitor","TestServerMonitor","","","查询集群列表","查询集群列表"
"passed","Mon Jun 26 14:25:34 CST 2023","Mon Jun 26 14:25:34 CST 2023","67","bms.testcases","test_16_syslogrule","TestSysLogRule","","","校验syslog规则名称-新增规则时校验-规则名称不存在","校验syslog规则名称-新增规则时校验-规则名称不存在"
"passed","Mon Jun 26 14:25:02 CST 2023","Mon Jun 26 14:25:02 CST 2023","80","bms.testcases","test_05_userrole","TestUserRole","","","职位列表搜索-按职位名称条件","输入职位名称搜索条件，点击搜索，查看职位列表"
"passed","Mon Jun 26 14:25:11 CST 2023","Mon Jun 26 14:25:11 CST 2023","219","bms.testcases","test_11_docFinger","TestDocFinger","","","更新指纹库-服务器导入-挂载","更新指纹库-服务器导入-挂载"
"passed","Mon Jun 26 14:25:07 CST 2023","Mon Jun 26 14:25:07 CST 2023","211","bms.testcases","test_09_datadictionary","TestDataDictionary","","","导出数据字典规则,包含内置数据字典规则核查","导出数据字典规则,包含内置数据字典规则核查"
"passed","Mon Jun 26 14:25:35 CST 2023","Mon Jun 26 14:25:35 CST 2023","63","bms.testcases","test_17_logbackup","TestLogBackup","","","查询所有备份配置-按照时间段筛选","查询所有备份配置-按照时间段筛选"
"passed","Mon Jun 26 14:24:42 CST 2023","Mon Jun 26 14:24:42 CST 2023","58","bms.testcases","test_02_usersync","TestUserSync","","","同步任务列表搜索-无搜索条件","不输入搜索条件，点击搜索，查看同步任务列表"
"passed","Mon Jun 26 14:25:34 CST 2023","Mon Jun 26 14:25:34 CST 2023","147","bms.testcases","test_16_syslogrule","TestSysLogRule","","","查看syslog规则详情","查看syslog规则详情"
"passed","Mon Jun 26 14:25:09 CST 2023","Mon Jun 26 14:25:09 CST 2023","73","bms.testcases","test_10_docmd5","TestDocMd5","","","MD5导入不覆盖","MD5导入不覆盖"
"passed","Mon Jun 26 14:25:37 CST 2023","Mon Jun 26 14:25:37 CST 2023","76","bms.testcases","test_20_sysemailconfig","TestSysEmailConfig","","","系统邮箱配置查询","系统邮箱配置查询"
"passed","Mon Jun 26 14:25:00 CST 2023","Mon Jun 26 14:25:00 CST 2023","72","bms.testcases","test_04_user","TestUser","","","搜索一级组织机构下特定用户组信息","搜索一级组织机构下特定用户组信息"
"passed","Mon Jun 26 14:25:36 CST 2023","Mon Jun 26 14:25:37 CST 2023","101","bms.testcases","test_19_sysconfig","TestSysConfig","","","系统配置修改-参数不存在","系统配置修改-参数不存在"
"passed","Mon Jun 26 14:24:43 CST 2023","Mon Jun 26 14:24:43 CST 2023","141","bms.testcases","test_02_usersync","TestUserSync","","","查询近7次的同步状态","查询近7次的同步状态"
"passed","Mon Jun 26 14:25:22 CST 2023","Mon Jun 26 14:25:27 CST 2023","5199","bms.testcases","test_11_docFinger","TestDocFinger","","","重新计算指纹","重新计算指纹"
"passed","Mon Jun 26 14:25:05 CST 2023","Mon Jun 26 14:25:05 CST 2023","69","bms.testcases","test_08_docrule","TestDocRule","","","文档规则列表查询-根据规则名称、规则类型查询正则表达式规则","输入规则名称、规则类型搜索条件，查看文档规则列表"
"passed","Mon Jun 26 14:25:05 CST 2023","Mon Jun 26 14:25:05 CST 2023","147","bms.testcases","test_08_docrule","TestDocRule","","","查询自定义关键字规则策略","查询自定义关键字规则策略"
"passed","Mon Jun 26 14:24:42 CST 2023","Mon Jun 26 14:24:42 CST 2023","158","bms.testcases","test_02_usersync","TestUserSync","","","LADP域立即同步","同步LADP数据源"
"passed","Mon Jun 26 14:24:42 CST 2023","Mon Jun 26 14:24:43 CST 2023","58","bms.testcases","test_02_usersync","TestUserSync","","","同步任务列表搜索-按时间范围搜索","输入时间范围，点击搜索，查看同步任务列表"
"passed","Mon Jun 26 14:25:36 CST 2023","Mon Jun 26 14:25:36 CST 2023","68","bms.testcases","test_19_sysconfig","TestSysConfig","","","根据propKey获取对应的propValue-不存在的propKey","根据propKey获取对应的propValue-不存在的propKey"
"passed","Mon Jun 26 14:25:03 CST 2023","Mon Jun 26 14:25:03 CST 2023","65","bms.testcases","test_07_role","TestRole","","","角色列表搜索-按角色名称条件","输入角色名称搜索条件，点击搜索，查看角色列表"
"failed","Mon Jun 26 14:24:59 CST 2023","Mon Jun 26 14:24:59 CST 2023","232","bms.testcases","test_02_usersync","TestUserSync","","","获取同步根组id","获取同步根组id"
"passed","Mon Jun 26 14:25:06 CST 2023","Mon Jun 26 14:25:06 CST 2023","64","bms.testcases","test_08_docrule","TestDocRule","","","校验正则表达式是否重复-重复","校验正则表达式是否重复-重复"
"passed","Mon Jun 26 14:25:29 CST 2023","Mon Jun 26 14:25:30 CST 2023","298","bms.testcases","test_13_sysloginfo","TestSysLogInfo","","","管理员审计-根据系统标识、一级菜单筛选","管理员审计-根据系统标识、一级菜单筛选"
"passed","Mon Jun 26 14:25:06 CST 2023","Mon Jun 26 14:25:06 CST 2023","163","bms.testcases","test_08_docrule","TestDocRule","","","导出规则,包含内置规则核查","导出规则,包含内置规则核查"
"passed","Mon Jun 26 14:25:05 CST 2023","Mon Jun 26 14:25:05 CST 2023","143","bms.testcases","test_08_docrule","TestDocRule","","","修改正则表达式规则名称","输入正确的正则表达式规则配置，修改正则表达式规则"
