"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Aug 03 17:50:35 CST 2023","Thu Aug 03 17:50:35 CST 2023","189","testcases","test_cases","TestUserSync","","","新增指纹库-本地上传-挂载","新增指纹库-本地上传-挂载"
"passed","Thu Aug 03 17:50:59 CST 2023","Thu Aug 03 17:51:09 CST 2023","10409","testcases","test_cases","TestUserSync","","","重新计算指纹","重新计算指纹"
"passed","Thu Aug 03 17:51:54 CST 2023","Thu Aug 03 17:51:54 CST 2023","94","testcases","test_cases","TestUserSync","","","新增用户组-重名校验","新增用户组，用户组名称已存在，新增失败，提示信息正确"
"passed","Thu Aug 03 17:51:50 CST 2023","Thu Aug 03 17:51:51 CST 2023","924","testcases","test_cases","TestUserSync","","","管理员日志查看","管理员日志查看"
"passed","Thu Aug 03 17:51:52 CST 2023","Thu Aug 03 17:51:53 CST 2023","497","testcases","test_cases","TestUserSync","","","启用停用syslog规则","启用停用syslog规则"
"passed","Thu Aug 03 17:53:13 CST 2023","Thu Aug 03 17:53:14 CST 2023","801","testcases","test_cases","TestUserSync","","","删除自动化测试管理员","删除自动化测试管理员"
"passed","Thu Aug 03 17:53:13 CST 2023","Thu Aug 03 17:53:13 CST 2023","786","testcases","test_cases","TestUserSync","","","修改自动化测试超级管理员为系统管理员","修改自动化测试超级管理员为系统管理员"
"passed","Thu Aug 03 17:52:28 CST 2023","Thu Aug 03 17:52:28 CST 2023","299","testcases","test_cases","TestUserSync","","","新增用户-所属用户组不存在","在自动化测试组下新增用户，所属用户组不存在"
"passed","Thu Aug 03 17:52:27 CST 2023","Thu Aug 03 17:52:28 CST 2023","322","testcases","test_cases","TestUserSync","","","批量删除自动化测试用户组","批量删除自动化测试用户组"
"passed","Thu Aug 03 17:51:09 CST 2023","Thu Aug 03 17:51:09 CST 2023","255","testcases","test_cases","TestUserSync","","","查询文档指纹库文件列表","查询文档指纹库文件列表"
"passed","Thu Aug 03 17:50:34 CST 2023","Thu Aug 03 17:50:35 CST 2023","235","testcases","test_cases","TestUserSync","","","严重性等级修改","严重性等级修改"
"passed","Thu Aug 03 17:51:54 CST 2023","Thu Aug 03 17:51:54 CST 2023","266","testcases","test_cases","TestUserSync","","","删除syslog信息","删除syslog信息"
"passed","Thu Aug 03 17:53:50 CST 2023","Thu Aug 03 17:53:50 CST 2023","266","testcases","test_cases","TestUserSync","","","同步用户列表状态查询","同步用户列表状态查询"
"passed","Thu Aug 03 17:51:14 CST 2023","Thu Aug 03 17:51:14 CST 2023","396","testcases","test_cases","TestUserSync","","","自动化测试角色详情查看","自动化测试角色详情查看"
"passed","Thu Aug 03 17:50:27 CST 2023","Thu Aug 03 17:50:28 CST 2023","282","testcases","test_cases","TestUserSync","","","删除告警规则","删除告警规则"
"passed","Thu Aug 03 17:51:54 CST 2023","Thu Aug 03 17:51:54 CST 2023","74","testcases","test_cases","TestUserSync","","","地域列表查询","地域列表查询"
"passed","Thu Aug 03 17:50:28 CST 2023","Thu Aug 03 17:50:28 CST 2023","429","testcases","test_cases","TestUserSync","","","数据字典列表查询","数据字典列表查询"
"passed","Thu Aug 03 17:51:51 CST 2023","Thu Aug 03 17:51:51 CST 2023","82","testcases","test_cases","TestUserSync","","","获取syslog查询参数列表","获取syslog查询参数列表"
"passed","Thu Aug 03 17:50:25 CST 2023","Thu Aug 03 17:50:26 CST 2023","429","testcases","test_cases","TestUserSync","","","LADP域立即同步","同步LADP数据源"
"passed","Thu Aug 03 17:53:50 CST 2023","Thu Aug 03 17:53:54 CST 2023","3500","testcases","test_cases","TestUserSync","","","用户推送","用户推送"
