"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jun 20 19:22:00 CST 2023","Tue Jun 20 19:22:01 CST 2023","80","bms.testcases","test_08_docrule","TestDocRule","","","文档规则列表查询-根据规则类型查询","输入规则类型搜索条件，查看文档规则列表"
"passed","Tue Jun 20 19:21:36 CST 2023","Tue Jun 20 19:21:37 CST 2023","165","bms.testcases","test_02_usersync","TestUserSync","","","新增同步配置成功","输入正确的同步配置项，新增成功"
"passed","Tue Jun 20 19:21:56 CST 2023","Tue Jun 20 19:21:56 CST 2023","151","bms.testcases","test_04_user","TestUser","","","获取用户组信息","获取用户组信息"
"passed","Tue Jun 20 19:21:55 CST 2023","Tue Jun 20 19:21:55 CST 2023","421","bms.testcases","test_03_syncManage","TestUserSyncManage","","","用户推送","用户推送"
"passed","Tue Jun 20 19:22:03 CST 2023","Tue Jun 20 19:22:03 CST 2023","64","bms.testcases","test_09_datadictionary","TestDataDictionary","","","数据字典列表查询-根据规则来源查询","输入规则来源搜索条件，查看数据字典列表"
"passed","Tue Jun 20 19:22:18 CST 2023","Tue Jun 20 19:22:18 CST 2023","159","bms.testcases","test_11_docFinger","TestDocFinger","","","查询文档指纹库文件列表","查询文档指纹库文件列表"
"passed","Tue Jun 20 19:22:05 CST 2023","Tue Jun 20 19:22:05 CST 2023","216","bms.testcases","test_100_delete","TestDelete","","","删除多个自动化测试用户","删除多个自动化测试用户"
"passed","Tue Jun 20 19:21:37 CST 2023","Tue Jun 20 19:21:37 CST 2023","296","bms.testcases","test_02_usersync","TestUserSync","","","修改同步配置名称成功","修改同步配置名称"
"passed","Tue Jun 20 19:22:19 CST 2023","Tue Jun 20 19:22:19 CST 2023","62","bms.testcases","test_12_dlpSeverityLevel","TestDlpSeverityLevel","","","严重性等级列表查询-根据等级名称筛选","严重性等级列表查询-根据等级名称筛选"
"passed","Tue Jun 20 19:22:02 CST 2023","Tue Jun 20 19:22:02 CST 2023","92","bms.testcases","test_08_docrule","TestDocRule","","","导入自动化测试关键字规则","导入自动化测试关键字规则"
