"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jun 16 17:19:02 CST 2023","Fri Jun 16 17:19:02 CST 2023","56","bms.testcases","test_02_usersync","TestUserSync","","","新增LDAP数据源成功","输入正确的LDAP数据源配置，新增成功"
"passed","Fri Jun 16 17:19:08 CST 2023","Fri Jun 16 17:19:08 CST 2023","349","bms.testcases","test_04_user","TestUser","","","删除自动化测试用户组","删除自动化测试用户组"
"passed","Fri Jun 16 17:19:03 CST 2023","Fri Jun 16 17:19:03 CST 2023","126","bms.testcases","test_02_usersync","TestUserSync","","","查询近7次的同步状态","查询近7次的同步状态"
"passed","Fri Jun 16 17:19:04 CST 2023","Fri Jun 16 17:19:04 CST 2023","438","bms.testcases","test_03_syncManage","TestUserSyncManage","","","用户推送","用户推送"
"passed","Fri Jun 16 17:19:06 CST 2023","Fri Jun 16 17:19:06 CST 2023","236","bms.testcases","test_04_user","TestUser","","","获取用户信息","获取用户信息"
"passed","Fri Jun 16 17:19:09 CST 2023","Fri Jun 16 17:19:09 CST 2023","95","bms.testcases","test_05_userrole","TestUserRole","","","职位列表搜索-无搜索条件","不输入搜索条件，点击搜索，查看职位列表"
"passed","Fri Jun 16 17:19:02 CST 2023","Fri Jun 16 17:19:02 CST 2023","118","bms.testcases","test_02_usersync","TestUserSync","","","新增同步配置成功","输入正确的同步配置项，新增成功"
"passed","Fri Jun 16 17:19:05 CST 2023","Fri Jun 16 17:19:05 CST 2023","148","bms.testcases","test_04_user","TestUser","","","搜索自动化测试组织机构下的用户列表-根据账号名称条件","根据账号名称搜索条件搜索自动化测试组织机构下的用户列表"
"passed","Fri Jun 16 17:19:02 CST 2023","Fri Jun 16 17:19:02 CST 2023","146","bms.testcases","test_02_usersync","TestUserSync","","","修改LDAP数据源名称成功","修改数据源名称"
"passed","Fri Jun 16 17:19:03 CST 2023","Fri Jun 16 17:19:03 CST 2023","62","bms.testcases","test_02_usersync","TestUserSync","","","查询所有同步配置","查询所有同步配置"
"passed","Fri Jun 16 17:19:03 CST 2023","Fri Jun 16 17:19:03 CST 2023","60","bms.testcases","test_02_usersync","TestUserSync","","","同步任务列表搜索-按时间范围搜索","输入时间范围，点击搜索，查看同步任务列表"
"passed","Fri Jun 16 17:19:02 CST 2023","Fri Jun 16 17:19:03 CST 2023","187","bms.testcases","test_02_usersync","TestUserSync","","","修改同步配置名称成功","修改同步配置名称"
"passed","Fri Jun 16 17:19:01 CST 2023","Fri Jun 16 17:19:01 CST 2023","145","bms.testcases","test_01_login","TestLogin","","","登录成功（正确用户名、密码）","输入正确用户名密码，管理员用户登录统一平台，获取token值"
"passed","Fri Jun 16 17:19:03 CST 2023","Fri Jun 16 17:19:03 CST 2023","135","bms.testcases","test_02_usersync","TestUserSync","","","删除单个同步配置","删除一个同步配置"
"passed","Fri Jun 16 17:19:02 CST 2023","Fri Jun 16 17:19:02 CST 2023","119","bms.testcases","test_02_usersync","TestUserSync","","","测试LADP数据源配置成功","填写正确的LDAP数据源配置，点击测试"
"passed","Fri Jun 16 17:19:02 CST 2023","Fri Jun 16 17:19:02 CST 2023","74","bms.testcases","test_02_usersync","TestUserSync","","","数据源列表搜索-按数据源名称搜索","输入数据源名称，点击搜索，查看数据源列表"
"passed","Fri Jun 16 17:19:08 CST 2023","Fri Jun 16 17:19:09 CST 2023","100","bms.testcases","test_05_userrole","TestUserRole","","","新增职位成功","输入正确的职位名称，新增成功"
"passed","Fri Jun 16 17:19:05 CST 2023","Fri Jun 16 17:19:05 CST 2023","140","bms.testcases","test_04_user","TestUser","","","修改用户组名称成功","修改用户组名称成功"
"passed","Fri Jun 16 17:19:01 CST 2023","Fri Jun 16 17:19:02 CST 2023","70","bms.testcases","test_01_login","TestLogin","","","登录失败（错误用户名、正确密码）","输入错误用户名，正确密码，登录失败"
"passed","Fri Jun 16 17:19:05 CST 2023","Fri Jun 16 17:19:05 CST 2023","159","bms.testcases","test_04_user","TestUser","","","自建用户组新增普通职员用户成功","在自动化测试组下新增用户，职位为普通用户"
"passed","Fri Jun 16 17:19:05 CST 2023","Fri Jun 16 17:19:05 CST 2023","113","bms.testcases","test_04_user","TestUser","","","搜索自动化测试组织机构下的用户列表-无搜索条件","搜索自动化测试组织机构下的全部用户"
"passed","Fri Jun 16 17:19:07 CST 2023","Fri Jun 16 17:19:08 CST 2023","850","bms.testcases","test_04_user","TestUser","","","删除多个自动化测试用户","删除多个自动化测试用户"
"passed","Fri Jun 16 17:19:04 CST 2023","Fri Jun 16 17:19:04 CST 2023","57","bms.testcases","test_04_user","TestUser","","","搜索一级组织机构下用户组列表","搜索一级组织机构下用户组列表"
"passed","Fri Jun 16 17:19:05 CST 2023","Fri Jun 16 17:19:06 CST 2023","136","bms.testcases","test_04_user","TestUser","","","搜索自动化测试组织机构下的用户列表-根据姓名条件","根据姓名搜索条件搜索自动化测试组织机构下的用户列表"
"passed","Fri Jun 16 17:19:05 CST 2023","Fri Jun 16 17:19:05 CST 2023","138","bms.testcases","test_04_user","TestUser","","","自建用户组新增用户成功","在自动化测试组下新增用户"
"passed","Fri Jun 16 17:19:03 CST 2023","Fri Jun 16 17:19:03 CST 2023","146","bms.testcases","test_02_usersync","TestUserSync","","","删除数据源配置","成功删除数据源配置"
"passed","Fri Jun 16 17:19:03 CST 2023","Fri Jun 16 17:19:03 CST 2023","67","bms.testcases","test_02_usersync","TestUserSync","","","同步任务列表搜索-无搜索条件","不输入搜索条件，点击搜索，查看同步任务列表"
"passed","Fri Jun 16 17:19:06 CST 2023","Fri Jun 16 17:19:06 CST 2023","258","bms.testcases","test_04_user","TestUser","","","修改用户姓名成功","修改用户姓名成功"
"passed","Fri Jun 16 17:19:02 CST 2023","Fri Jun 16 17:19:02 CST 2023","56","bms.testcases","test_02_usersync","TestUserSync","","","数据源列表搜索-无搜索条件","不输入搜索条件，点击搜索，查看数据源列表"
"passed","Fri Jun 16 17:19:02 CST 2023","Fri Jun 16 17:19:02 CST 2023","157","bms.testcases","test_02_usersync","TestUserSync","","","根据id查看数据源配置成功","输入正确的数据源id，查看数据源配置"
"passed","Fri Jun 16 17:19:05 CST 2023","Fri Jun 16 17:19:05 CST 2023","140","bms.testcases","test_04_user","TestUser","","","获取用户组信息","获取用户组信息"
"passed","Fri Jun 16 17:19:09 CST 2023","Fri Jun 16 17:19:09 CST 2023","132","bms.testcases","test_05_userrole","TestUserRole","","","修改职位成功","修改职位名称"
"passed","Fri Jun 16 17:19:04 CST 2023","Fri Jun 16 17:19:04 CST 2023","66","bms.testcases","test_03_syncManage","TestUserSyncManage","","","同步用户列表状态查询","同步用户列表状态查询"
"passed","Fri Jun 16 17:19:06 CST 2023","Fri Jun 16 17:19:07 CST 2023","445","bms.testcases","test_04_user","TestUser","","","自动化测试用户重置密码成功","自动化测试用户重置密码成功"
"passed","Fri Jun 16 17:19:02 CST 2023","Fri Jun 16 17:19:02 CST 2023","66","bms.testcases","test_02_usersync","TestUserSync","","","同步配置列表搜索-按同步配置名称搜索","输入同步配置名称，点击搜索，查看同步配置列表"
"passed","Fri Jun 16 17:19:09 CST 2023","Fri Jun 16 17:19:09 CST 2023","69","bms.testcases","test_05_userrole","TestUserRole","","","职位列表搜索-按职位名称条件","输入职位名称搜索条件，点击搜索，查看职位列表"
"passed","Fri Jun 16 17:19:05 CST 2023","Fri Jun 16 17:19:05 CST 2023","52","bms.testcases","test_04_user","TestUser","","","查看一级组织机构下用户组列表","查看一级组织机构下用户组列表"
"passed","Fri Jun 16 17:19:04 CST 2023","Fri Jun 16 17:19:05 CST 2023","64","bms.testcases","test_04_user","TestUser","","","搜索一级组织机构下特定用户组信息","搜索一级组织机构下特定用户组信息"
"failed","Fri Jun 16 17:19:03 CST 2023","Fri Jun 16 17:19:04 CST 2023","140","bms.testcases","test_02_usersync","TestUserSync","","","获取同步根组id","获取同步根组id"
"passed","Fri Jun 16 17:19:03 CST 2023","Fri Jun 16 17:19:03 CST 2023","70","bms.testcases","test_02_usersync","TestUserSync","","","查询近7次的同步状态","查询近7次的同步状态"
"passed","Fri Jun 16 17:19:04 CST 2023","Fri Jun 16 17:19:04 CST 2023","59","bms.testcases","test_04_user","TestUser","","","新增用户组成功","新增默认组下级组织机构"
"passed","Fri Jun 16 17:19:04 CST 2023","Fri Jun 16 17:19:04 CST 2023","72","bms.testcases","test_04_user","TestUser","","","地域列表查询","地域列表查询"
"passed","Fri Jun 16 17:19:03 CST 2023","Fri Jun 16 17:19:03 CST 2023","130","bms.testcases","test_02_usersync","TestUserSync","","","LADP域立即同步","同步LADP数据源"
"passed","Fri Jun 16 17:19:02 CST 2023","Fri Jun 16 17:19:02 CST 2023","63","bms.testcases","test_02_usersync","TestUserSync","","","同步配置列表搜索-无搜索条件","不输入搜索条件，点击搜索，查看数据源列表"
"passed","Fri Jun 16 17:19:01 CST 2023","Fri Jun 16 17:19:01 CST 2023","104","bms.testcases","test_01_login","TestLogin","","","登录失败（正确用户名、错误密码）","输入正确用户名，错误密码，登录失败"
"passed","Fri Jun 16 17:19:09 CST 2023","Fri Jun 16 17:19:09 CST 2023","127","bms.testcases","test_05_userrole","TestUserRole","","","删除职位成功","删除职位"
"passed","Fri Jun 16 17:19:07 CST 2023","Fri Jun 16 17:19:07 CST 2023","647","bms.testcases","test_04_user","TestUser","","","删除自动化测试用户","删除自动化测试用户"
